name,cid
22602661,22602661
10898635,10898635
567393,567393
15354425,15354425
6333884,6333884
14874589,14874589
15109870,15109870
18546772,18546772
145718,145718
576109,576109
5461136,5461136
13427979,13427979
12564154,12564154
57171030,57171030
6999759,6999759
20221924,20221924
75169,75169
5072427,5072427
24399,24399
6008696,6008696
18405544,18405544
173100,173100
534107,534107
3260420,3260420
172143,172143
59079452,59079452
10898635,10898635
90659507,90659507
567393,567393
10197612,10197612
9547954,9547954
552085,552085
5367527,5367527
10942394,10942394
19883177,19883177
6914580,6914580
10011839,10011839
154590,154590
66617091,66617091
525500,525500
3083800,3083800
525390,525390
525503,525503
81827,81827
528855,528855
214813,214813
13273093,13273093
21993411,21993411
22242641,22242641
23069326,23069326
5248724,5248724
15194654,15194654
641523,641523
445391,445391
201326,201326
13780737,13780737
75159,75159
16685041,16685041
21947001,21947001
4214230,4214230
10877229,10877229
518729,518729
15354425,15354425
6333884,6333884
14874589,14874589
15109870,15109870
18546772,18546772
145718,145718
576109,576109
5461136,5461136
13427979,13427979
12564154,12564154
57171030,57171030
6999759,6999759
20221924,20221924
75169,75169
5072427,5072427
24399,24399
6008696,6008696
18405544,18405544
173100,173100
534107,534107
3260420,3260420
172143,172143
59079452,59079452
10898635,10898635
90659507,90659507
567393,567393
10197612,10197612
9547954,9547954
552085,552085
5367527,5367527
10942394,10942394
19883177,19883177
6914580,6914580
10011839,10011839
154590,154590
66617091,66617091
525500,525500
3083800,3083800
525390,525390
525503,525503
81827,81827
528855,528855
214813,214813
13273093,13273093
21993411,21993411
22242641,22242641
23069326,23069326
5248724,5248724
15194654,15194654
641523,641523
445391,445391
201326,201326
13780737,13780737
75159,75159
16685041,16685041
21947001,21947001
4214230,4214230
10877229,10877229
518729,518729
15354425,15354425
6333884,6333884
14874589,14874589
15109870,15109870
18546772,18546772
145718,145718
576109,576109
5461136,5461136
13427979,13427979
12564154,12564154
57171030,57171030
6999759,6999759
20221924,20221924
75169,75169
5072427,5072427
24399,24399
6008696,6008696
18405544,18405544
173100,173100
534107,534107
3260420,3260420
172143,172143
59079452,59079452
10898635,10898635
90659507,90659507
567393,567393
10197612,10197612
9547954,9547954
552085,552085
5367527,5367527
10942394,10942394
19883177,19883177
6914580,6914580
10011839,10011839
154590,154590
66617091,66617091
525500,525500
3083800,3083800
525390,525390
525503,525503
81827,81827
49866666,49866666
6999050,6999050
12454404,12454404
11389377,11389377
5366215,5366215
12346042,12346042
12471895,12471895
53955250,53955250
18424680,18424680
10975494,10975494
576109,576109
19432203,19432203
14785016,14785016
204804,204804
6392627,6392627
13113511,13113511
6295728,6295728
11804694,11804694
21656976,21656976
22395474,22395474
18362959,18362959
23233663,23233663
12545922,12545922
5475544,5475544
643940,643940
12484869,12484869
11228780,11228780
12529300,12529300
10197612,10197612
3041751,3041751
44808,44808
13628954,13628954
567578,567578
524226,524226
6437707,6437707
12103410,12103410
12869424,12869424
12677834,12677834
11513734,11513734
6993193,6993193
9942115,9942115
17803147,17803147
16219946,16219946
533409,533409
11018852,11018852
551171,551171
551172,551172
333626,333626
11159318,11159318
14642706,14642706
10898705,10898705
79152,79152
18991124,18991124
309247,309247
5326274,5326274
155513124,155513124
141583,141583
175673,175673
22026259,22026259
21993411,21993411
574844,574844
94634,94634
15706,15706
22242641,22242641
581980,581980
169745,169745
5252066,5252066
6993928,6993928
209217,209217
537979,537979
10920441,10920441
12421196,12421196
22602661,22602661
53628251,53628251
2724577,2724577
14642708,14642708
53439104,53439104
11789144,11789144
18380939,18380939
15354425,15354425
3736299,3736299
11686913,11686913
57171030,57171030
12311,12311
129730658,129730658
21612414,21612414
15001198,15001198
87828817,87828817
21516151,21516151
11228780,11228780
22238,22238
550687,550687
11094535,11094535
10011839,10011839
53438915,53438915
53728150,53728150
123167,123167
74499,74499
6328649,6328649
88194701,88194701
124204086,124204086
45051917,45051917
12827943,12827943
19367451,19367451
10873974,10873974
156614043,156614043
157180182,157180182
156594840,156594840
155528753,155528753
155557300,155557300
137699370,137699370
156595035,156595035
129660538,129660538
129652967,129652967
132647881,132647881
156614040,156614040
157049264,157049264
129719624,129719624
